date,Topic0,Topic1,Topic2,Topic3,Topic4,Anger,Disgust,Fear,Joy,Sadness,Surprise,Trust,Anticipation,Angry,Happy,Satisfaction,Stress,close,open
9/9/2018,0.106872179,0.068747569,0.377092737,0.265437494,0.209718912,0.080667122,0.028289327,0.092599105,0.233257963,0.064425897,0.177984992,0.287038389,0.035737204,0.314687069,0.859414469,0.704102087,0.184961987,108.795,108.84
9/10/2018,0.110900811,0.060393487,0.283453717,0.262331468,0.309914651,0.05250887,0.019270559,0.094115711,0.261792985,0.048758315,0.161676216,0.322052951,0.039824389,0.267341625,0.91299669,0.776429299,0.146402413,109.38,108.9
9/11/2018,0.122636754,0.066026163,0.277373212,0.284794373,0.278031127,0.051559366,0.02215793,0.088631025,0.239589117,0.060245509,0.171742541,0.327601194,0.038473317,0.284116163,0.89524835,0.772128207,0.147563561,111.24,111.43
9/12/2018,0.107377974,0.065371028,0.272800425,0.323229289,0.263981957,0.069779894,0.023553956,0.097183701,0.234509668,0.057238116,0.153793696,0.328874686,0.035066283,0.288990989,0.890054774,0.754822025,0.16689516,111.71,112.12
9/13/2018,0.10323872,0.066218015,0.303089504,0.298379744,0.26274564,0.074641816,0.023250452,0.090211738,0.240777885,0.062757823,0.154478925,0.313008224,0.040873139,0.303580534,0.871266203,0.752545632,0.168091191,112.91,113.36
9/14/2018,0.106749683,0.061610772,0.307488823,0.256419824,0.300387109,0.063558253,0.021289046,0.098720992,0.24597387,0.056351973,0.150592789,0.322464208,0.041048869,0.276164875,0.888594485,0.756616765,0.170829601,113.37,113.4425
9/15/2018,0.112932081,0.057182766,0.342934751,0.277625602,0.244151003,0.068429508,0.022369817,0.092760696,0.256087647,0.054724476,0.156251052,0.300633096,0.048743704,0.302334614,0.887419774,0.754025062,0.163937886,113.0625,113.525
9/16/2018,0.100216292,0.077225033,0.38963853,0.278784392,0.187460424,0.083315497,0.023047339,0.084735218,0.22606065,0.068004642,0.158809961,0.313849762,0.042176935,0.306999801,0.860701885,0.746286257,0.170041665,112.755,113.69
9/17/2018,0.089798174,0.069641506,0.304093405,0.267737147,0.310265319,0.066514064,0.022426939,0.099058244,0.238109507,0.060809704,0.148201404,0.325961517,0.038918623,0.276427883,0.887939296,0.757339916,0.166515191,112.14,112.19
9/18/2018,0.096006818,0.073508161,0.284083232,0.268294111,0.318549957,0.06025161,0.017650339,0.085154486,0.248169302,0.060469619,0.159752665,0.32740899,0.041142989,0.27773653,0.89917771,0.779490514,0.150952269,113.21,113.05
9/19/2018,0.08833369,0.068814831,0.251213331,0.293857079,0.334682123,0.048546095,0.020992279,0.105555319,0.245592221,0.052372889,0.15910309,0.328091459,0.039746645,0.265905245,0.917785519,0.778279656,0.143250124,111.7,112.28
9/20/2018,0.095721907,0.065000727,0.277447347,0.289653245,0.297460909,0.059125659,0.020566748,0.089584854,0.239973583,0.063839428,0.152026415,0.33444655,0.04043676,0.281216277,0.89528709,0.784231195,0.154366326,113.57,114
9/21/2018,0.094306027,0.0654091,0.307222295,0.256595924,0.305078566,0.057886311,0.0211987,0.086426686,0.23287416,0.06807041,0.151666866,0.332706687,0.049170181,0.280831811,0.882667676,0.79554623,0.165780673,114.26,113.7575
9/22/2018,0.104257865,0.073558321,0.348309578,0.294218437,0.217561785,0.065162159,0.025483151,0.088054337,0.215285475,0.078798962,0.165985868,0.317934005,0.043296044,0.285872183,0.867443961,0.756496373,0.189980095,114.3625,113.515
9/23/2018,0.105610835,0.066218893,0.322734887,0.277749972,0.257179543,0.068293341,0.023459823,0.093647695,0.24472748,0.052499435,0.154050222,0.311301989,0.052020011,0.298727582,0.873220754,0.769023529,0.16527328,114.465,113.03
9/24/2018,0.111492351,0.061023328,0.21238651,0.224033957,0.427198667,0.043948148,0.01859123,0.090639101,0.254675789,0.048480141,0.160770636,0.330293163,0.052601792,0.269316749,0.91253695,0.795409105,0.141533278,114.67,114.8
9/25/2018,0.103362566,0.06324286,0.233360758,0.223648925,0.41624936,0.045634656,0.022698407,0.09114904,0.26916754,0.046616965,0.151887635,0.325349058,0.047496699,0.267415163,0.910692139,0.790627284,0.13802449,114.45,114.47
9/26/2018,0.110661704,0.06480557,0.234900291,0.226983151,0.395429023,0.053790452,0.023629589,0.093954119,0.263925891,0.04751606,0.157467685,0.316887954,0.042828251,0.271433218,0.916215757,0.771294493,0.133280291,113.98,114.78
9/27/2018,0.110648236,0.061213337,0.262304356,0.22337981,0.374506486,0.053855388,0.019189308,0.091905027,0.267713626,0.050186838,0.159331092,0.305653797,0.052164924,0.265147099,0.905026856,0.776563683,0.152192259,114.41,114.19
9/28/2018,0.115685126,0.065880229,0.257401087,0.23918162,0.357765415,0.054958855,0.019624364,0.090405584,0.25934197,0.054871425,0.157094323,0.318786763,0.044916717,0.272642223,0.901815573,0.78152526,0.138951971,114.37,114.33
9/29/2018,0.111016506,0.073698474,0.320969338,0.285138854,0.239118009,0.062537913,0.022040294,0.087987747,0.234804782,0.064576361,0.16728214,0.320450512,0.040320249,0.291472777,0.891447857,0.769680092,0.154618398,114.68,114.47
9/30/2018,0.091981737,0.061341954,0.342716044,0.293154327,0.233760522,0.075898446,0.028140004,0.100731397,0.226878978,0.065092818,0.148851211,0.31633142,0.038075727,0.304002689,0.87272988,0.736225395,0.179245377,114.99,114.75
10/1/2018,0.110902221,0.067763919,0.255323615,0.251701723,0.345150316,0.049115731,0.022736098,0.093011835,0.257229907,0.062159547,0.162430891,0.309598702,0.043717288,0.260800684,0.888952713,0.771087487,0.157472753,115.61,115.3
10/2/2018,0.126752909,0.062528163,0.262417038,0.304272639,0.264225898,0.051765275,0.017826072,0.074045949,0.25845791,0.067519657,0.185775072,0.296918173,0.047691892,0.266379454,0.898195532,0.788627977,0.143154439,115.15,115.42
10/3/2018,0.113088083,0.063942112,0.284741882,0.289784721,0.27278649,0.058891632,0.019307944,0.085983368,0.25386481,0.059297978,0.179636691,0.30040242,0.042615156,0.279003773,0.901114615,0.773781767,0.144801858,115.17,114.61
10/4/2018,0.107389773,0.071586477,0.288004335,0.286948544,0.286935183,0.062307147,0.02299644,0.088797725,0.251777328,0.059713522,0.16535962,0.308332387,0.040715829,0.285270937,0.89675691,0.769730204,0.147863856,112.79,112.63
10/5/2018,0.097601193,0.068445568,0.306659062,0.272205046,0.290062289,0.063842353,0.022512356,0.083806389,0.24896933,0.053691523,0.16485511,0.319290575,0.043032363,0.292630331,0.894343955,0.768899443,0.13896174,112.13,112.3875
10/6/2018,0.107708665,0.065931657,0.381983386,0.291944019,0.187049229,0.080649019,0.026590144,0.081568552,0.227406005,0.059471573,0.176962619,0.306126719,0.041225369,0.31983696,0.862751032,0.747619211,0.161416233,111.81,112.145
10/7/2018,0.099584197,0.071982333,0.362325649,0.31191991,0.1803917,0.073629602,0.021856229,0.084232581,0.230614071,0.071171976,0.16556811,0.315274181,0.037653251,0.292841971,0.869689873,0.761555493,0.172558033,111.49,111.66
10/8/2018,0.113677187,0.074254414,0.365437611,0.268279485,0.217663646,0.062057178,0.023119534,0.084566997,0.230672115,0.064505366,0.165300722,0.324056474,0.045721614,0.289182236,0.885437688,0.774182406,0.161644456,110.85,111.14
10/9/2018,0.108200698,0.066393133,0.312160122,0.283043465,0.272028184,0.061905614,0.026432843,0.088825644,0.252727586,0.053648092,0.167700202,0.309591974,0.039168045,0.284789453,0.899187733,0.76642885,0.146764937,112.26,111.24
10/10/2018,0.095461639,0.065969381,0.273909708,0.326452323,0.273945292,0.063512169,0.020033941,0.089247296,0.253919776,0.052318075,0.164847836,0.317042771,0.039078136,0.278144059,0.905537735,0.770479651,0.145709295,106.16,105.35
10/11/2018,0.097505187,0.066382624,0.291034903,0.29914502,0.27887202,0.068462992,0.021378564,0.089474124,0.248212837,0.058413948,0.164727146,0.305194795,0.044135594,0.281499594,0.89143253,0.763429596,0.165424539,105.91,109.01
10/12/2018,0.102127504,0.069301241,0.333831099,0.263257286,0.265171805,0.071342077,0.024841958,0.089087477,0.244740916,0.059979831,0.158826271,0.309808426,0.041373046,0.300719197,0.876989339,0.759545065,0.164834453,109.57,108.985
10/13/2018,0.101773826,0.072601953,0.336300409,0.299452638,0.227769254,0.06652827,0.021859266,0.088197229,0.232520485,0.064095543,0.164692488,0.319736963,0.042369756,0.303338513,0.882197063,0.753973507,0.159876389,109.0775,108.96
10/14/2018,0.10126399,0.06074118,0.332179262,0.265367807,0.26364465,0.075431047,0.024314875,0.106668947,0.242584129,0.06273878,0.150970779,0.295809572,0.041481872,0.286102842,0.864609136,0.73904366,0.176908992,108.585,108.91
10/15/2018,0.11528639,0.066961011,0.218523956,0.266076557,0.356392744,0.045517039,0.019911654,0.088869683,0.221035266,0.191186765,0.135939404,0.265556981,0.031983207,0.213237554,0.775380965,0.737103726,0.305257697,107.6,109.54
10/16/2018,0.129984915,0.072572954,0.241023332,0.282911712,0.304824296,0.051333609,0.020211212,0.086175159,0.240058994,0.11880515,0.149322818,0.302220253,0.031872805,0.240432568,0.848098793,0.768463663,0.213224124,111,111.68
10/17/2018,0.11841248,0.059500392,0.255239144,0.250721662,0.339189419,0.054927054,0.022613843,0.093343732,0.250244347,0.060759221,0.164974738,0.313134815,0.04000225,0.281054476,0.896241835,0.761507228,0.143353771,110.71,110.1
10/18/2018,0.106588537,0.065083492,0.274653429,0.272775565,0.311432042,0.065703844,0.023565282,0.090612622,0.244380377,0.061936274,0.168667892,0.304949,0.040184708,0.282348217,0.888465852,0.758187374,0.169223045,108.5,108.93
10/19/2018,0.097247496,0.06520962,0.291291442,0.309384886,0.266730995,0.071225292,0.022571874,0.092326935,0.24752391,0.062822676,0.15505778,0.308349317,0.040122218,0.289143483,0.877091743,0.749108124,0.180441098,108.66,109.0275
10/20/2018,0.113601024,0.065328746,0.335415967,0.270141773,0.236864935,0.07065624,0.030254475,0.092088473,0.211903676,0.071634729,0.164724442,0.314628638,0.044109329,0.30373317,0.868872615,0.735873048,0.186242902,108.9025,109.125
10/21/2018,0.099099481,0.068210998,0.322300239,0.30476117,0.229911103,0.07295868,0.027573048,0.09372378,0.206869741,0.071422015,0.187174516,0.297074831,0.043203386,0.29042385,0.879478171,0.739173023,0.176588281,109.145,109.32
10/22/2018,0.100150753,0.059651515,0.284806033,0.281180801,0.300276348,0.060983475,0.022864685,0.088661105,0.242945742,0.053985787,0.164361306,0.322434236,0.043763664,0.287942768,0.896563436,0.763266248,0.150768903,109.63,107.77
10/23/2018,0.096856126,0.069785281,0.294768759,0.261982319,0.313665259,0.063484091,0.021619163,0.094648873,0.264568032,0.059402101,0.153786257,0.301966869,0.040524613,0.26766394,0.887195353,0.766821496,0.167249832,108.1,108.41
10/24/2018,0.093598295,0.062669495,0.299768964,0.25673964,0.317719208,0.058851996,0.022431915,0.092500646,0.241635839,0.054829388,0.160037541,0.323679445,0.046033231,0.283864839,0.89444607,0.768051737,0.156406577,102.32,106.55
10/25/2018,0.101244832,0.060291971,0.296223139,0.263328424,0.310454261,0.056168736,0.0225805,0.084617444,0.244932272,0.058923584,0.173792435,0.316011776,0.04297325,0.284453695,0.89517963,0.769738692,0.147933922,108.3,105.69
10/26/2018,0.094606288,0.060714889,0.261809253,0.32804238,0.284867692,0.052236097,0.021137416,0.090605905,0.248923035,0.05630488,0.165237543,0.323013025,0.042542098,0.267620069,0.901867013,0.773949957,0.155300125,106.96,106.29375
10/27/2018,0.096467112,0.071690794,0.333622575,0.303578524,0.229167766,0.067231526,0.02882944,0.101828099,0.226994627,0.064225686,0.152035708,0.324175054,0.034679858,0.297221604,0.873112968,0.735702461,0.187258772,106.1825,106.8975
10/28/2018,0.09240265,0.070719897,0.333622437,0.342672509,0.189117908,0.068003191,0.030673744,0.089854446,0.202531314,0.066299424,0.176648913,0.328262241,0.037726728,0.312977298,0.883550993,0.734236735,0.170234718,105.405,108.105
10/29/2018,0.085359088,0.071700638,0.255103281,0.270855116,0.347375788,0.071852739,0.023338922,0.09220048,0.225372797,0.055395784,0.153287722,0.338141114,0.040410448,0.3259715,0.869718171,0.749086811,0.160892675,103.85,103.66
10/30/2018,0.083384804,0.061405881,0.249341964,0.279854214,0.348214713,0.056825922,0.02156818,0.089187456,0.247548582,0.050266505,0.16102374,0.329984809,0.043594806,0.29231448,0.895625108,0.767697475,0.147932208,103.73,105.435
10/31/2018,0.091568631,0.061435143,0.254962996,0.26398167,0.356947859,0.052056759,0.024792494,0.091458533,0.240553876,0.053839549,0.174986597,0.318083275,0.044228918,0.289682249,0.894845923,0.761289435,0.149649452,106.81,107.05
11/1/2018,0.097225133,0.067413681,0.292900601,0.279188286,0.290282839,0.060706257,0.021030569,0.082197088,0.248630099,0.062716936,0.156625753,0.328205383,0.039887914,0.282261616,0.895878521,0.787766206,0.144175311,105.92,106.48
11/2/2018,0.079477467,0.244698475,0.244956748,0.213729043,0.233204783,0.051616861,0.01828561,0.089260593,0.34011653,0.047716654,0.142677547,0.276440136,0.033886069,0.231250893,0.922037955,0.79644698,0.135423622,106.16,106.4525
11/3/2018,0.071198591,0.436566099,0.201051731,0.1676806,0.137623918,0.052449422,0.015805688,0.089279841,0.441830527,0.036926626,0.102248059,0.236125899,0.025333941,0.178853529,0.93346964,0.82765934,0.105294027,106.4975,106.425
11/4/2018,0.069220585,0.424085706,0.198680252,0.177885251,0.145797833,0.05095673,0.016606669,0.090789625,0.416997082,0.044160524,0.105671241,0.247389367,0.027428765,0.184690665,0.916534764,0.818845303,0.131122579,106.835,106.37
11/5/2018,0.093534738,0.290480547,0.187427226,0.205864986,0.239330614,0.054301281,0.018220566,0.101335505,0.361293322,0.036703918,0.113002128,0.285861168,0.029282112,0.231522141,0.927122019,0.796912686,0.120068551,107.51,107.38
11/6/2018,0.099687453,0.194907523,0.242436293,0.212877643,0.270204925,0.060133656,0.018312982,0.084746979,0.324056003,0.053284746,0.144323072,0.279660822,0.035481741,0.236389715,0.906522176,0.783491166,0.14223393,107.72,109.44
11/7/2018,0.0765454,0.218304197,0.214374492,0.220194369,0.299504556,0.048096549,0.019522589,0.093083182,0.332543515,0.044122769,0.139368877,0.284982804,0.038279717,0.230333496,0.920002564,0.794574379,0.129707768,111.96,111.8
11/8/2018,0.087130272,0.205160452,0.279983518,0.219053815,0.229812027,0.067161322,0.021319803,0.088463212,0.321335427,0.049515354,0.135326893,0.283048052,0.033829937,0.259381045,0.898104297,0.781541002,0.145531034,111.75,110.85
11/9/2018,0.093271891,0.265286416,0.234334862,0.214587981,0.221036869,0.054433049,0.017299355,0.092329334,0.349505641,0.046484527,0.131054554,0.273558662,0.035334879,0.218569992,0.918578029,0.79951747,0.134297229,109.57,110.4925
11/10/2018,0.083241858,0.341618488,0.239445893,0.193128278,0.154481165,0.053115231,0.016025314,0.08812401,0.388022039,0.044664736,0.126200158,0.25178335,0.032065164,0.204281707,0.915901378,0.808454827,0.128509989,108.895,110.135
11/11/2018,0.074242313,0.361021835,0.225865946,0.196782596,0.153622819,0.055676699,0.012384477,0.079417553,0.403625131,0.045677188,0.118606567,0.251716031,0.032896354,0.19549164,0.927678991,0.829621579,0.109736283,108.22,109.42
11/12/2018,0.096617143,0.35546441,0.178084786,0.174157252,0.210584083,0.050787612,0.017799392,0.097628502,0.402130781,0.037045481,0.105711818,0.262341519,0.026554896,0.20251513,0.93187995,0.813062244,0.11474624,106.87,107.55
11/13/2018,0.089076941,0.365646119,0.181033762,0.153339635,0.222202687,0.045956709,0.01407414,0.093386516,0.421437232,0.033617965,0.099562681,0.258170396,0.033794358,0.17731552,0.937186713,0.830094593,0.116218367,106.94,108.1
11/14/2018,0.095387587,0.193212842,0.22535366,0.199685864,0.309424858,0.057278071,0.018415925,0.085977787,0.333730931,0.043795818,0.12690709,0.295354544,0.038539837,0.241426202,0.918622977,0.81057837,0.129418536,104.97,107.28
