date,Topic0,Topic1,Topic0.1,Topic1.1,Topic2,Topic3,Topic4,Anger,Disgust,Fear,Joy,Sadness,Surprise,Trust,Anticipation,Angry,Happy,Satisfaction,Stress,close,open
10/19/2018,0.130845636,0.86915437,0.293652469,0.424686343,0.044826814,0.180400477,0.056433897,0.010994013,0.007797536,0.081832329,0.45662654,0.041754655,0.190378091,0.169423896,0.041192912,0.135071403,0.969334887,0.825890909,0.077742995,110.29,108.965
10/20/2018,0.190233937,0.809766069,0.379591011,0.315306938,0.052201423,0.135197246,0.117703383,0.010557629,0.017848092,0.070981368,0.37640456,0.057087552,0.235202127,0.186668361,0.0452503,0.163856374,0.964378586,0.827135042,0.110204671,110.0675,109.34
10/21/2018,0.133388684,0.866611317,0.397803668,0.376400138,0.036777421,0.10016883,0.088849943,0.008482097,0.003827556,0.104204621,0.501271976,0.022565919,0.196239918,0.134554507,0.028853389,0.099922005,0.971835523,0.852423784,0.069749303,109.845,110.09
10/22/2018,0.172100423,0.827899586,0.264206968,0.429143034,0.075633485,0.146177,0.084839516,0.0086692,0.003809824,0.049102851,0.408671752,0.029852819,0.24298952,0.212604058,0.044299974,0.204288256,0.990335565,0.839354235,0.0189529,109.4,108.93
10/23/2018,0.155752676,0.844247324,0.363382683,0.393235768,0.04478024,0.115575449,0.085233614,0.010867466,0.007082817,0.047997148,0.407553497,0.050113395,0.249241042,0.174767493,0.05237713,0.149490692,0.952863069,0.834142457,0.048313001,110.13,110.2
10/24/2018,0.15801971,0.841980287,0.348798466,0.392610113,0.051639498,0.147041832,0.059910095,0.010785594,0.008052683,0.054902654,0.406918705,0.046134431,0.234122092,0.19477219,0.044311641,0.162288826,0.987098502,0.847281881,0.052864681,112.96,112.96
10/25/2018,0.149160844,0.850839154,0.416357888,0.28494241,0.037098374,0.189682866,0.08050953,0.011901832,0.005881074,0.056964341,0.420168449,0.047619621,0.224429357,0.192279855,0.040755465,0.132033987,0.970062884,0.820151374,0.0799933,112.85,111.62
10/26/2018,0.133019608,0.866980391,0.402278591,0.385775272,0.041779281,0.123719109,0.073153924,0.012255974,0.005548642,0.046666903,0.420594209,0.047474955,0.231648516,0.191062104,0.044748685,0.160388176,0.983242504,0.848712367,0.023607782,110.45,111.5375
10/27/2018,0.207996974,0.792003035,0.400799899,0.312914474,0.064876218,0.078959013,0.1424504,0.015778345,0.009665376,0.083173729,0.340625118,0.055793453,0.267917769,0.16538349,0.061662709,0.157956823,0.954782923,0.793455149,0.102062393,111.06,111.455
10/28/2018,0.127820221,0.872179779,0.374878243,0.406892639,0.061618092,0.066779096,0.089831926,0.008939891,0.00578185,0.045713579,0.416222999,0.046585408,0.246679453,0.185562162,0.044514637,0.143160183,0.993410817,0.862067265,0.037829695,111.67,111.29
10/29/2018,0.118343192,0.881656806,0.399136064,0.33936272,0.036909974,0.167721212,0.065392006,0.010259414,0.011354334,0.044778108,0.401546552,0.05122075,0.251684588,0.185184617,0.04397163,0.148335429,0.982714755,0.85811035,0.051205217,112.89,113.75
10/30/2018,0.151404471,0.848595531,0.358527547,0.297764819,0.079689154,0.200750018,0.067264795,0.010845408,0.00610401,0.054215228,0.405080027,0.055569565,0.206544327,0.219791423,0.041850006,0.161257933,0.978310554,0.8535959,0.063232236,113.77,113.49
10/31/2018,0.124848836,0.875151168,0.493177323,0.271811732,0.074951552,0.111718744,0.052116087,0.009171665,0.008386648,0.051810502,0.421511038,0.047914753,0.227181439,0.184855634,0.049168315,0.144874077,0.985872673,0.858000023,0.058198041,112.38,112
11/1/2018,0.175719864,0.824280133,0.348251797,0.249569337,0.181726468,0.181118201,0.069113479,0.01016654,0.007302583,0.047491542,0.48790831,0.040925466,0.184326554,0.176802317,0.045076677,0.122351621,0.988995341,0.85495225,0.043009833,111.51,111.49
11/2/2018,0.245092483,0.754907522,0.373267786,0.273139437,0.143051679,0.157429521,0.079242067,0.010901239,0.008500412,0.043092172,0.475677445,0.043349144,0.201790468,0.175759821,0.040929294,0.132023213,0.979496428,0.875611729,0.057976391,111.17,111.54
11/3/2018,0.180012313,0.819987691,0.323594643,0.343264285,0.053646359,0.206871429,0.080322536,0.013833635,0.00814936,0.092115957,0.414637911,0.052081886,0.200464296,0.182764649,0.035952309,0.097947034,0.968283011,0.811688638,0.087125407,111.975,111.59
11/4/2018,0.192204536,0.807795456,0.27861936,0.28581519,0.108487179,0.246084412,0.083538379,0.010635217,0.010048499,0.075723667,0.543606935,0.034253523,0.144570988,0.155632978,0.025528198,0.11882597,0.97045236,0.820557904,0.090303914,112.78,111.69
11/5/2018,0.192153441,0.807846563,0.47604086,0.228936476,0.09166611,0.148519453,0.059124723,0.00830193,0.006272224,0.047563932,0.456860375,0.040903277,0.211694402,0.177733536,0.050670319,0.162209136,0.975144916,0.864154843,0.026759594,114.39,114.03
11/6/2018,0.341907515,0.658092486,0.390963086,0.181517396,0.18517798,0.207872005,0.058693133,0.011078647,0.005762028,0.061801447,0.395352577,0.071707127,0.216313957,0.190466086,0.047518143,0.118018042,0.967388534,0.878843833,0.140137603,115.21,115.45
11/7/2018,0.856889394,0.143110605,0.047064729,0.046263846,0.661250209,0.043655215,0.202973216,0.015183713,0.005794834,0.061040625,0.354407834,0.138361336,0.214361085,0.1471373,0.063713294,0.033107863,0.895743464,0.943658676,0.376835406,115.61,115.38
11/8/2018,0.840042183,0.159957815,0.051358048,0.046158795,0.653820332,0.040434058,0.208228769,0.015750766,0.005101999,0.060916875,0.358854678,0.140071478,0.208300553,0.149564554,0.061439117,0.038669369,0.898190441,0.95159946,0.376526591,116.06,116.08
11/9/2018,0.697349313,0.302650681,0.127162083,0.10348841,0.634297438,0.082826553,0.052225521,0.012062318,0.00538066,0.053623287,0.373861603,0.12728221,0.224973201,0.13551271,0.067304023,0.052623724,0.903843069,0.937883413,0.323650309,117.48,116.31
11/10/2018,0.760141023,0.23985898,0.077053148,0.073790309,0.512655652,0.097499522,0.239001368,0.014632457,0.007654215,0.064889983,0.345904022,0.118941276,0.211503821,0.168893816,0.067580436,0.055405573,0.911289025,0.927273462,0.314002426,117.3525,116.54
11/11/2018,0.460771969,0.539228031,0.299694629,0.109727103,0.339489434,0.16325958,0.087829255,0.011576314,0.027215152,0.088618168,0.30320646,0.092709073,0.251952956,0.158749334,0.065972554,0.138385098,0.90056833,0.814923406,0.240112604,117.225,117
11/12/2018,0.322481925,0.677518076,0.255082694,0.310090699,0.245823282,0.122922535,0.066080785,0.009946586,0.007441412,0.048271753,0.447029609,0.06783195,0.202234573,0.172546974,0.044697134,0.133595721,0.956674695,0.87489577,0.122250573,116.97,117.75
11/13/2018,0.338182807,0.66181719,0.230174034,0.320011392,0.156133709,0.08992998,0.208314653,0.014592626,0.007692427,0.072210423,0.389474034,0.06797155,0.19759948,0.19996744,0.05049201,0.102783921,0.970579464,0.856791573,0.144894575,117.14,117.44
11/14/2018,0.416890386,0.583109616,0.182986459,0.220910083,0.13666748,0.142721372,0.31671461,0.016807548,0.01265109,0.085810193,0.382855448,0.065822264,0.189583413,0.205135515,0.04133452,0.099967532,0.970151044,0.800953173,0.19706357,116.65,116.43
